year,geo,vehicle_type,origin_of_manufacture,sales,value
2014,Manitoba,Trucks,North America,Dollars,1469949000
2014,Manitoba,Trucks,North America,Units,35149
2014,Manitoba,Trucks,"Total, country of manufacture",Dollars,1657632000
2014,Manitoba,Trucks,"Total, country of manufacture",Units,40256
2014,Manitoba,Trucks,"Total, overseas",Dollars,187684000
2014,Manitoba,Trucks,"Total, overseas",Units,5107
2014,New Brunswick,Passenger cars,Japan,Dollars,0
2014,New Brunswick,Passenger cars,Japan,Units,0
2014,New Brunswick,Passenger cars,North America,Dollars,327414000
2014,New Brunswick,Passenger cars,North America,Units,13802
2014,New Brunswick,Passenger cars,Other countries,Dollars,0
2014,New Brunswick,Passenger cars,Other countries,Units,0
2014,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,450903000
2014,New Brunswick,Passenger cars,"Total, country of manufacture",Units,18572
2014,New Brunswick,Passenger cars,"Total, overseas",Dollars,123487000
2014,New Brunswick,Passenger cars,"Total, overseas",Units,4770
2014,New Brunswick,"Total, new motor vehicles",North America,Dollars,1144392000
2014,New Brunswick,"Total, new motor vehicles",North America,Units,34559
2014,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,1376222000
2014,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,42656
2014,New Brunswick,"Total, new motor vehicles","Total, overseas",Dollars,231827000
2014,New Brunswick,"Total, new motor vehicles","Total, overseas",Units,8097
2014,New Brunswick,Trucks,North America,Dollars,816978000
2014,New Brunswick,Trucks,North America,Units,20757
2014,New Brunswick,Trucks,"Total, country of manufacture",Dollars,925318000
2014,New Brunswick,Trucks,"Total, country of manufacture",Units,24084
2014,New Brunswick,Trucks,"Total, overseas",Dollars,108339000
2014,New Brunswick,Trucks,"Total, overseas",Units,3327
2014,Newfoundland and Labrador,Passenger cars,Japan,Dollars,0
2014,Newfoundland and Labrador,Passenger cars,Japan,Units,0
2014,Newfoundland and Labrador,Passenger cars,North America,Dollars,228029000
2014,Newfoundland and Labrador,Passenger cars,North America,Units,9867
2014,Newfoundland and Labrador,Passenger cars,Other countries,Dollars,0
2014,Newfoundland and Labrador,Passenger cars,Other countries,Units,0
2014,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,317210000
2014,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,13308
2014,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,89182000
2014,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,3441
2014,Newfoundland and Labrador,"Total, new motor vehicles",North America,Dollars,0
2014,Newfoundland and Labrador,"Total, new motor vehicles",North America,Units,0
2014,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Dollars,1119481000
2014,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Units,35440
2014,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Dollars,0
2014,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Units,0
2014,Newfoundland and Labrador,Trucks,North America,Dollars,0
2014,Newfoundland and Labrador,Trucks,North America,Units,0
2014,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Dollars,802273000
2014,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Units,22132
2014,Newfoundland and Labrador,Trucks,"Total, overseas",Dollars,0
2014,Newfoundland and Labrador,Trucks,"Total, overseas",Units,0
2014,Nova Scotia,Passenger cars,Japan,Dollars,47992000
2014,Nova Scotia,Passenger cars,Japan,Units,1915
2014,Nova Scotia,Passenger cars,North America,Dollars,471932000
2014,Nova Scotia,Passenger cars,North America,Units,19819
2014,Nova Scotia,Passenger cars,Other countries,Dollars,134254000
2014,Nova Scotia,Passenger cars,Other countries,Units,4746
2014,Nova Scotia,Passenger cars,"Total, country of manufacture",Dollars,654177000
2014,Nova Scotia,Passenger cars,"Total, country of manufacture",Units,26480
2014,Nova Scotia,Passenger cars,"Total, overseas",Dollars,182245000
2014,Nova Scotia,Passenger cars,"Total, overseas",Units,6661
2014,Nova Scotia,"Total, new motor vehicles",North America,Dollars,1317889000
2014,Nova Scotia,"Total, new motor vehicles",North America,Units,42717
2014,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Dollars,1658211000
2014,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Units,53886
2014,Nova Scotia,"Total, new motor vehicles","Total, overseas",Dollars,340322000
2014,Nova Scotia,"Total, new motor vehicles","Total, overseas",Units,11169
2014,Nova Scotia,Trucks,North America,Dollars,845959000
2014,Nova Scotia,Trucks,North America,Units,22898
2014,Nova Scotia,Trucks,"Total, country of manufacture",Dollars,1004034000
2014,Nova Scotia,Trucks,"Total, country of manufacture",Units,27406
2014,Nova Scotia,Trucks,"Total, overseas",Dollars,158078000
2014,Nova Scotia,Trucks,"Total, overseas",Units,4508
2014,Ontario,Passenger cars,Japan,Dollars,819626000
2014,Ontario,Passenger cars,Japan,Units,26403
2014,Ontario,Passenger cars,North America,Dollars,5335575000
2014,Ontario,Passenger cars,North America,Units,210841
2014,Ontario,Passenger cars,Other countries,Dollars,2561427000
2014,Ontario,Passenger cars,Other countries,Units,64833
2014,Ontario,Passenger cars,"Total, country of manufacture",Dollars,8716629000
2014,Ontario,Passenger cars,"Total, country of manufacture",Units,302077
2014,Ontario,Passenger cars,"Total, overseas",Dollars,3381054000
2014,Ontario,Passenger cars,"Total, overseas",Units,91236
2014,Ontario,"Total, new motor vehicles",North America,Dollars,19519020000
2014,Ontario,"Total, new motor vehicles",North America,Units,578976
2014,Ontario,"Total, new motor vehicles","Total, country of manufacture",Dollars,25418289000
2014,Ontario,"Total, new motor vehicles","Total, country of manufacture",Units,732718
2014,Ontario,"Total, new motor vehicles","Total, overseas",Dollars,5899268000
2014,Ontario,"Total, new motor vehicles","Total, overseas",Units,153742
2014,Ontario,Trucks,North America,Dollars,14183444000
2014,Ontario,Trucks,North America,Units,368135
2014,Ontario,Trucks,"Total, country of manufacture",Dollars,16701659000
2014,Ontario,Trucks,"Total, country of manufacture",Units,430641
2014,Ontario,Trucks,"Total, overseas",Dollars,2518216000
2014,Ontario,Trucks,"Total, overseas",Units,62506
2014,Prince Edward Island,Passenger cars,Japan,Dollars,0
2014,Prince Edward Island,Passenger cars,Japan,Units,0
2014,Prince Edward Island,Passenger cars,North America,Dollars,67653000
2014,Prince Edward Island,Passenger cars,North America,Units,2864
2014,Prince Edward Island,Passenger cars,Other countries,Dollars,0
2014,Prince Edward Island,Passenger cars,Other countries,Units,0
2014,Prince Edward Island,Passenger cars,"Total, country of manufacture",Dollars,90887000
2014,Prince Edward Island,Passenger cars,"Total, country of manufacture",Units,3820
2014,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,23233000
2014,Prince Edward Island,Passenger cars,"Total, overseas",Units,956
2014,Prince Edward Island,"Total, new motor vehicles",North America,Dollars,0
2014,Prince Edward Island,"Total, new motor vehicles",North America,Units,0
2014,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Dollars,218813000
2014,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Units,7555
2014,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Dollars,0
2014,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Units,0
2014,Prince Edward Island,Trucks,North America,Dollars,0
2014,Prince Edward Island,Trucks,North America,Units,0
2014,Prince Edward Island,Trucks,"Total, country of manufacture",Dollars,127925000
2014,Prince Edward Island,Trucks,"Total, country of manufacture",Units,3735
2014,Prince Edward Island,Trucks,"Total, overseas",Dollars,0
2014,Prince Edward Island,Trucks,"Total, overseas",Units,0
2014,Quebec,Passenger cars,Japan,Dollars,626144000
2014,Quebec,Passenger cars,Japan,Units,24057
2014,Quebec,Passenger cars,North America,Dollars,3409997000
2014,Quebec,Passenger cars,North America,Units,145132
2014,Quebec,Passenger cars,Other countries,Dollars,1881625000
2014,Quebec,Passenger cars,Other countries,Units,59962
2014,Quebec,Passenger cars,"Total, country of manufacture",Dollars,5917765000
2014,Quebec,Passenger cars,"Total, country of manufacture",Units,229151
2014,Quebec,Passenger cars,"Total, overseas",Dollars,2507770000
2014,Quebec,Passenger cars,"Total, overseas",Units,84019
2014,Quebec,"Total, new motor vehicles",North America,Dollars,9303945000
2014,Quebec,"Total, new motor vehicles",North America,Units,297541
2014,Quebec,"Total, new motor vehicles","Total, country of manufacture",Dollars,13465877000
2014,Quebec,"Total, new motor vehicles","Total, country of manufacture",Units,426821
2014,Quebec,"Total, new motor vehicles","Total, overseas",Dollars,4161933000
2014,Quebec,"Total, new motor vehicles","Total, overseas",Units,129280
2014,Quebec,Trucks,North America,Dollars,5893949000
2014,Quebec,Trucks,North America,Units,152409
2014,Quebec,Trucks,"Total, country of manufacture",Dollars,7548109000
2014,Quebec,Trucks,"Total, country of manufacture",Units,197670
2014,Quebec,Trucks,"Total, overseas",Dollars,1654164000
2014,Quebec,Trucks,"Total, overseas",Units,45261
2014,Saskatchewan,Passenger cars,Japan,Dollars,33206000
2014,Saskatchewan,Passenger cars,Japan,Units,1106
2014,Saskatchewan,Passenger cars,North America,Dollars,231397000
2014,Saskatchewan,Passenger cars,North America,Units,8969
2014,Saskatchewan,Passenger cars,Other countries,Dollars,78693000
2014,Saskatchewan,Passenger cars,Other countries,Units,2218
2014,Saskatchewan,Passenger cars,"Total, country of manufacture",Dollars,343293000
2014,Saskatchewan,Passenger cars,"Total, country of manufacture",Units,12293
2014,Saskatchewan,Passenger cars,"Total, overseas",Dollars,111899000
2014,Saskatchewan,Passenger cars,"Total, overseas",Units,3324
2014,Saskatchewan,"Total, new motor vehicles",North America,Dollars,2059977000
2014,Saskatchewan,"Total, new motor vehicles",North America,Units,50690
2014,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Dollars,2338613000
2014,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Units,58434
2014,Saskatchewan,"Total, new motor vehicles","Total, overseas",Dollars,278638000
2014,Saskatchewan,"Total, new motor vehicles","Total, overseas",Units,7744
2014,Saskatchewan,Trucks,North America,Dollars,1828581000
2014,Saskatchewan,Trucks,North America,Units,41721
2014,Saskatchewan,Trucks,"Total, country of manufacture",Dollars,1995319000
2014,Saskatchewan,Trucks,"Total, country of manufacture",Units,46141
2014,Saskatchewan,Trucks,"Total, overseas",Dollars,166740000
2014,Saskatchewan,Trucks,"Total, overseas",Units,4420
2015,Alberta,Passenger cars,Japan,Dollars,182909000
2015,Alberta,Passenger cars,Japan,Units,5259
2015,Alberta,Passenger cars,North America,Dollars,958238000
2015,Alberta,Passenger cars,North America,Units,34789
2015,Alberta,Passenger cars,Other countries,Dollars,461212000
2015,Alberta,Passenger cars,Other countries,Units,11797
2015,Alberta,Passenger cars,"Total, country of manufacture",Dollars,1602358000
2015,Alberta,Passenger cars,"Total, country of manufacture",Units,51845
2015,Alberta,Passenger cars,"Total, overseas",Dollars,644122000
2015,Alberta,Passenger cars,"Total, overseas",Units,17056
2015,Alberta,"Total, new motor vehicles",North America,Dollars,8388749000
2015,Alberta,"Total, new motor vehicles",North America,Units,202046
2015,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,9990259000
2015,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,241976
2015,Alberta,"Total, new motor vehicles","Total, overseas",Dollars,1601511000
2015,Alberta,"Total, new motor vehicles","Total, overseas",Units,39930
2015,Alberta,Trucks,North America,Dollars,7430508000
2015,Alberta,Trucks,North America,Units,167257
2015,Alberta,Trucks,"Total, country of manufacture",Dollars,8387899000
2015,Alberta,Trucks,"Total, country of manufacture",Units,190131
2015,Alberta,Trucks,"Total, overseas",Dollars,957390000
2015,Alberta,Trucks,"Total, overseas",Units,22874
2015,British Columbia and the Territories,Passenger cars,Japan,Dollars,243118000
2015,British Columbia and the Territories,Passenger cars,Japan,Units,7654
2015,British Columbia and the Territories,Passenger cars,North America,Dollars,1266528000
2015,British Columbia and the Territories,Passenger cars,North America,Units,47349
2015,British Columbia and the Territories,Passenger cars,Other countries,Dollars,907041000
2015,British Columbia and the Territories,Passenger cars,Other countries,Units,21821
2015,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,2416686000
2015,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,76824
2015,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,1150159000
2015,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,29475
2015,British Columbia and the Territories,"Total, new motor vehicles",North America,Dollars,6030234000
2015,British Columbia and the Territories,"Total, new motor vehicles",North America,Units,156959
2015,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,8272964000
2015,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,211259
2015,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Dollars,2242729000
2015,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Units,54300
2015,British Columbia and the Territories,Trucks,North America,Dollars,4763705000
2015,British Columbia and the Territories,Trucks,North America,Units,109610
2015,British Columbia and the Territories,Trucks,"Total, country of manufacture",Dollars,5856278000
2015,British Columbia and the Territories,Trucks,"Total, country of manufacture",Units,134435
2015,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,1092571000
2015,British Columbia and the Territories,Trucks,"Total, overseas",Units,24825
2015,Canada,Passenger cars,Japan,Dollars,1712686000
2015,Canada,Passenger cars,Japan,Units,53980
2015,Canada,Passenger cars,North America,Dollars,12244656000
2015,Canada,Passenger cars,North America,Units,474842
2015,Canada,Passenger cars,Other countries,Dollars,6468613000
2015,Canada,Passenger cars,Other countries,Units,183500
2015,Canada,Passenger cars,"Total, country of manufacture",Dollars,20425955000
2015,Canada,Passenger cars,"Total, country of manufacture",Units,712322
2015,Canada,Passenger cars,"Total, overseas",Dollars,8181299000
2015,Canada,Passenger cars,"Total, overseas",Units,237480
2015,Canada,"Total, new motor vehicles",North America,Dollars,54783173000
2015,Canada,"Total, new motor vehicles",North America,Units,1505066
2015,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,70765206000
2015,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,1939517
2015,Canada,"Total, new motor vehicles","Total, overseas",Dollars,15982036000
2015,Canada,"Total, new motor vehicles","Total, overseas",Units,434451
2015,Canada,Trucks,North America,Dollars,42538515000
2015,Canada,Trucks,North America,Units,1030224
2015,Canada,Trucks,"Total, country of manufacture",Dollars,50339252000
2015,Canada,Trucks,"Total, country of manufacture",Units,1227195
2015,Canada,Trucks,"Total, overseas",Dollars,7800738000
2015,Canada,Trucks,"Total, overseas",Units,196971
2015,Manitoba,Passenger cars,Japan,Dollars,30604000
2015,Manitoba,Passenger cars,Japan,Units,936
2015,Manitoba,Passenger cars,North America,Dollars,304576000
2015,Manitoba,Passenger cars,North America,Units,12125
2015,Manitoba,Passenger cars,Other countries,Dollars,97038000
2015,Manitoba,Passenger cars,Other countries,Units,2927
2015,Manitoba,Passenger cars,"Total, country of manufacture",Dollars,432217000
2015,Manitoba,Passenger cars,"Total, country of manufacture",Units,15988
2015,Manitoba,Passenger cars,"Total, overseas",Dollars,127642000
2015,Manitoba,Passenger cars,"Total, overseas",Units,3863
2015,Manitoba,"Total, new motor vehicles",North America,Dollars,1948072000
2015,Manitoba,"Total, new motor vehicles",North America,Units,49605
2015,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Dollars,2252481000
2015,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Units,57986
2015,Manitoba,"Total, new motor vehicles","Total, overseas",Dollars,304406000
2015,Manitoba,"Total, new motor vehicles","Total, overseas",Units,8381
2015,Manitoba,Trucks,North America,Dollars,1643499000
2015,Manitoba,Trucks,North America,Units,37480
2015,Manitoba,Trucks,"Total, country of manufacture",Dollars,1820261000
2015,Manitoba,Trucks,"Total, country of manufacture",Units,41998
2015,Manitoba,Trucks,"Total, overseas",Dollars,176765000
2015,Manitoba,Trucks,"Total, overseas",Units,4518
2015,New Brunswick,Passenger cars,Japan,Dollars,0
2015,New Brunswick,Passenger cars,Japan,Units,0
2015,New Brunswick,Passenger cars,North America,Dollars,288972000
2015,New Brunswick,Passenger cars,North America,Units,12001
2015,New Brunswick,Passenger cars,Other countries,Dollars,0
2015,New Brunswick,Passenger cars,Other countries,Units,0
2015,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,407105000
2015,New Brunswick,Passenger cars,"Total, country of manufacture",Units,16505
2015,New Brunswick,Passenger cars,"Total, overseas",Dollars,118133000
2015,New Brunswick,Passenger cars,"Total, overseas",Units,4504
2015,New Brunswick,"Total, new motor vehicles",North America,Dollars,1289915000
2015,New Brunswick,"Total, new motor vehicles",North America,Units,36438
2015,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,1533941000
2015,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,44735
2015,New Brunswick,"Total, new motor vehicles","Total, overseas",Dollars,244027000
2015,New Brunswick,"Total, new motor vehicles","Total, overseas",Units,8297
2015,New Brunswick,Trucks,North America,Dollars,1000943000
2015,New Brunswick,Trucks,North America,Units,24437
2015,New Brunswick,Trucks,"Total, country of manufacture",Dollars,1126837000
2015,New Brunswick,Trucks,"Total, country of manufacture",Units,28230
2015,New Brunswick,Trucks,"Total, overseas",Dollars,125893000
2015,New Brunswick,Trucks,"Total, overseas",Units,3793
2015,Newfoundland and Labrador,Passenger cars,Japan,Dollars,0
2015,Newfoundland and Labrador,Passenger cars,Japan,Units,0
2015,Newfoundland and Labrador,Passenger cars,North America,Dollars,197622000
2015,Newfoundland and Labrador,Passenger cars,North America,Units,8418
2015,Newfoundland and Labrador,Passenger cars,Other countries,Dollars,0
2015,Newfoundland and Labrador,Passenger cars,Other countries,Units,0
2015,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,281638000
2015,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,11520
2015,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,84017000
2015,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,3102
2015,Newfoundland and Labrador,"Total, new motor vehicles",North America,Dollars,0
2015,Newfoundland and Labrador,"Total, new motor vehicles",North America,Units,0
2015,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Dollars,1159703000
2015,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Units,35019
2015,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Dollars,0
2015,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Units,0
2015,Newfoundland and Labrador,Trucks,North America,Dollars,0
2015,Newfoundland and Labrador,Trucks,North America,Units,0
2015,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Dollars,878064000
2015,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Units,23499
2015,Newfoundland and Labrador,Trucks,"Total, overseas",Dollars,0
2015,Newfoundland and Labrador,Trucks,"Total, overseas",Units,0
2015,Nova Scotia,Passenger cars,Japan,Dollars,32566000
2015,Nova Scotia,Passenger cars,Japan,Units,1135
2015,Nova Scotia,Passenger cars,North America,Dollars,395172000
2015,Nova Scotia,Passenger cars,North America,Units,16400
2015,Nova Scotia,Passenger cars,Other countries,Dollars,158876000
2015,Nova Scotia,Passenger cars,Other countries,Units,5742
2015,Nova Scotia,Passenger cars,"Total, country of manufacture",Dollars,586614000
2015,Nova Scotia,Passenger cars,"Total, country of manufacture",Units,23277
2015,Nova Scotia,Passenger cars,"Total, overseas",Dollars,191444000
2015,Nova Scotia,Passenger cars,"Total, overseas",Units,6877
2015,Nova Scotia,"Total, new motor vehicles",North America,Dollars,1403131000
2015,Nova Scotia,"Total, new motor vehicles",North America,Units,42742
2015,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Dollars,1785400000
2015,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Units,55057
2015,Nova Scotia,"Total, new motor vehicles","Total, overseas",Dollars,382270000
2015,Nova Scotia,"Total, new motor vehicles","Total, overseas",Units,12315
2015,Nova Scotia,Trucks,North America,Dollars,1007959000
2015,Nova Scotia,Trucks,North America,Units,26342
2015,Nova Scotia,Trucks,"Total, country of manufacture",Dollars,1198784000
2015,Nova Scotia,Trucks,"Total, country of manufacture",Units,31780
2015,Nova Scotia,Trucks,"Total, overseas",Dollars,190825000
2015,Nova Scotia,Trucks,"Total, overseas",Units,5438
2015,Ontario,Passenger cars,Japan,Dollars,692569000
2015,Ontario,Passenger cars,Japan,Units,20102
2015,Ontario,Passenger cars,North America,Dollars,5219497000
2015,Ontario,Passenger cars,North America,Units,195446
2015,Ontario,Passenger cars,Other countries,Dollars,2622768000
2015,Ontario,Passenger cars,Other countries,Units,68281
2015,Ontario,Passenger cars,"Total, country of manufacture",Dollars,8534834000
2015,Ontario,Passenger cars,"Total, country of manufacture",Units,283829
2015,Ontario,Passenger cars,"Total, overseas",Dollars,3315339000
2015,Ontario,Passenger cars,"Total, overseas",Units,88383
2015,Ontario,"Total, new motor vehicles",North America,Dollars,22043609000
2015,Ontario,"Total, new motor vehicles",North America,Units,616111
2015,Ontario,"Total, new motor vehicles","Total, country of manufacture",Dollars,28367178000
2015,Ontario,"Total, new motor vehicles","Total, country of manufacture",Units,778716
2015,Ontario,"Total, new motor vehicles","Total, overseas",Dollars,6323567000
2015,Ontario,"Total, new motor vehicles","Total, overseas",Units,162605
2015,Ontario,Trucks,North America,Dollars,16824112000
2015,Ontario,Trucks,North America,Units,420665
2015,Ontario,Trucks,"Total, country of manufacture",Dollars,19832344000
2015,Ontario,Trucks,"Total, country of manufacture",Units,494887
2015,Ontario,Trucks,"Total, overseas",Dollars,3008231000
2015,Ontario,Trucks,"Total, overseas",Units,74222
2015,Prince Edward Island,Passenger cars,Japan,Dollars,0
2015,Prince Edward Island,Passenger cars,Japan,Units,0
2015,Prince Edward Island,Passenger cars,North America,Dollars,61429000
2015,Prince Edward Island,Passenger cars,North America,Units,2564
2015,Prince Edward Island,Passenger cars,Other countries,Dollars,0
2015,Prince Edward Island,Passenger cars,Other countries,Units,0
2015,Prince Edward Island,Passenger cars,"Total, country of manufacture",Dollars,82817000
2015,Prince Edward Island,Passenger cars,"Total, country of manufacture",Units,3432
2015,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,21388000
2015,Prince Edward Island,Passenger cars,"Total, overseas",Units,868
2015,Prince Edward Island,"Total, new motor vehicles",North America,Dollars,0
2015,Prince Edward Island,"Total, new motor vehicles",North America,Units,0
2015,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Dollars,245529000
2015,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Units,7976
2015,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Dollars,0
2015,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Units,0
2015,Prince Edward Island,Trucks,North America,Dollars,0
2015,Prince Edward Island,Trucks,North America,Units,0
2015,Prince Edward Island,Trucks,"Total, country of manufacture",Dollars,162713000
2015,Prince Edward Island,Trucks,"Total, country of manufacture",Units,4544
2015,Prince Edward Island,Trucks,"Total, overseas",Dollars,0
2015,Prince Edward Island,Trucks,"Total, overseas",Units,0
2015,Quebec,Passenger cars,Japan,Dollars,467047000
2015,Quebec,Passenger cars,Japan,Units,16613
2015,Quebec,Passenger cars,North America,Dollars,3345911000
2015,Quebec,Passenger cars,North America,Units,137911
2015,Quebec,Passenger cars,Other countries,Dollars,1965378000
2015,Quebec,Passenger cars,Other countries,Units,63932
2015,Quebec,Passenger cars,"Total, country of manufacture",Dollars,5778339000
2015,Quebec,Passenger cars,"Total, country of manufacture",Units,218456
2015,Quebec,Passenger cars,"Total, overseas",Dollars,2432427000
2015,Quebec,Passenger cars,"Total, overseas",Units,80545
2015,Quebec,"Total, new motor vehicles",North America,Dollars,10510217000
2015,Quebec,"Total, new motor vehicles",North America,Units,317729
2015,Quebec,"Total, new motor vehicles","Total, country of manufacture",Dollars,14904450000
2015,Quebec,"Total, new motor vehicles","Total, country of manufacture",Units,451662
2015,Quebec,"Total, new motor vehicles","Total, overseas",Dollars,4394233000
2015,Quebec,"Total, new motor vehicles","Total, overseas",Units,133933
2015,Quebec,Trucks,North America,Dollars,7164305000
2015,Quebec,Trucks,North America,Units,179818
2015,Quebec,Trucks,"Total, country of manufacture",Dollars,9126113000
2015,Quebec,Trucks,"Total, country of manufacture",Units,233206
2015,Quebec,Trucks,"Total, overseas",Dollars,1961807000
2015,Quebec,Trucks,"Total, overseas",Units,53388
2015,Saskatchewan,Passenger cars,Japan,Dollars,22630000
2015,Saskatchewan,Passenger cars,Japan,Units,691
2015,Saskatchewan,Passenger cars,North America,Dollars,206712000
2015,Saskatchewan,Passenger cars,North America,Units,7839
2015,Saskatchewan,Passenger cars,Other countries,Dollars,74005000
2015,Saskatchewan,Passenger cars,Other countries,Units,2116
2015,Saskatchewan,Passenger cars,"Total, country of manufacture",Dollars,303346000
2015,Saskatchewan,Passenger cars,"Total, country of manufacture",Units,10646
2015,Saskatchewan,Passenger cars,"Total, overseas",Dollars,96634000
2015,Saskatchewan,Passenger cars,"Total, overseas",Units,2807
2015,Saskatchewan,"Total, new motor vehicles",North America,Dollars,1990388000
2015,Saskatchewan,"Total, new motor vehicles",North America,Units,48037
2015,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Dollars,2253302000
2015,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Units,55131
2015,Saskatchewan,"Total, new motor vehicles","Total, overseas",Dollars,262917000
2015,Saskatchewan,"Total, new motor vehicles","Total, overseas",Units,7094
2015,Saskatchewan,Trucks,North America,Dollars,1783677000
2015,Saskatchewan,Trucks,North America,Units,40198
2015,Saskatchewan,Trucks,"Total, country of manufacture",Dollars,1949958000
2015,Saskatchewan,Trucks,"Total, country of manufacture",Units,44485
2015,Saskatchewan,Trucks,"Total, overseas",Dollars,166281000
2015,Saskatchewan,Trucks,"Total, overseas",Units,4287
2016,Alberta,Passenger cars,Japan,Dollars,164370000
2016,Alberta,Passenger cars,Japan,Units,4817
2016,Alberta,Passenger cars,North America,Dollars,926378000
2016,Alberta,Passenger cars,North America,Units,32721
2016,Alberta,Passenger cars,Other countries,Dollars,419006000
2016,Alberta,Passenger cars,Other countries,Units,10195
2016,Alberta,Passenger cars,"Total, country of manufacture",Dollars,1509753000
2016,Alberta,Passenger cars,"Total, country of manufacture",Units,47733
2016,Alberta,Passenger cars,"Total, overseas",Dollars,583375000
2016,Alberta,Passenger cars,"Total, overseas",Units,15012
2016,Alberta,"Total, new motor vehicles",North America,Dollars,7942015000
2016,Alberta,"Total, new motor vehicles",North America,Units,184201
2016,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,9549623000
2016,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,223651
2016,Alberta,"Total, new motor vehicles","Total, overseas",Dollars,1607607000
2016,Alberta,"Total, new motor vehicles","Total, overseas",Units,39450
2016,Alberta,Trucks,North America,Dollars,7015637000
2016,Alberta,Trucks,North America,Units,151480
2016,Alberta,Trucks,"Total, country of manufacture",Dollars,8039869000
2016,Alberta,Trucks,"Total, country of manufacture",Units,175918
2016,Alberta,Trucks,"Total, overseas",Dollars,1024232000
2016,Alberta,Trucks,"Total, overseas",Units,24438
2016,British Columbia and the Territories,Passenger cars,Japan,Dollars,251733000
2016,British Columbia and the Territories,Passenger cars,Japan,Units,8039
2016,British Columbia and the Territories,Passenger cars,North America,Dollars,1278377000
2016,British Columbia and the Territories,Passenger cars,North America,Units,45835
2016,British Columbia and the Territories,Passenger cars,Other countries,Dollars,916971000
2016,British Columbia and the Territories,Passenger cars,Other countries,Units,21104
2016,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,2447081000
2016,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,74978
