"REF_DATE","GEO","DGUID","Cost of fuel for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1536300","","","","0"
"2006","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1505137","","","","0"
"2007","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1699441","","","","0"
"2008","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1564837","","","","0"
"2009","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1231010","","","","0"
"2010","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1398372","","","","0"
"2011","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1171483","","","","0"
"2012","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1213405","","r","","0"
"2013","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1285988","","","","0"
"2014","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1048196","","","","0"
"2015","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","962115","","","","0"
"2016","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","1053339","","","","0"
"2017","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","937227","","","","0"
"2018","Canada","2016A000011124","Total coal","Dollars","81","thousands","3","v52310171","1.2","717766","","","","0"
"2005","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","26795","","","","0"
"2006","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","24194","","","","0"
"2007","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","22741","","","","0"
"2008","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","27208","","","","0"
"2009","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","46070","","r","","0"
"2010","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","48531","","r","","0"
"2011","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","58256","","","","0"
"2012","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","41481","","r","","0"
"2013","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","38506","","r","","0"
"2014","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","47504","","","","0"
"2015","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","61078","","","","0"
"2016","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","77664","","","","0"
"2017","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","78068","","","","0"
"2018","Canada","2016A000011124","Wood","Dollars","81","thousands","3","v52310161","1.10","69263","","","","0"
"2005","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","733736","","","","0"
"2006","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","430299","","","","0"
"2007","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","548154","","","","0"
"2008","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","509326","","","","0"
"2009","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","540264","","r","","0"
"2010","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","373631","","r","","0"
"2011","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","379995","","r","","0"
"2012","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","440564","","","","0"
"2013","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","420406","","r","","0"
"2014","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","650786","","","","0"
"2015","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","536814","","","","0"
"2016","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","443479","","","","0"
"2017","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","497026","","","","0"
"2018","Canada","2016A000011124","Total petroleum products","Dollars","81","thousands","3","v52310165","1.14","453174","","","","0"
"2005","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","18168","","","","0"
"2006","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","19426","","","","0"
"2007","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","24606","","","","0"
"2008","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","45144","","","","0"
"2009","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","32367","","r","","0"
"2010","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","32741","","","","0"
"2011","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","34975","","","","0"
"2012","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","38853","","","","0"
"2013","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","37977","","r","","0"
"2014","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","37365","","","","0"
"2015","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","51638","","","","0"
"2016","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","50822","","","","0"
"2017","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","45400","","","","0"
"2018","Canada","2016A000011124","Light fuel oil","Dollars","81","thousands","3","v52310166","1.15","49265","","","","0"
"2005","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","606231","","","","0"
"2006","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","321684","","","","0"
"2007","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","409520","","","","0"
"2008","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","357731","","","","0"
"2009","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","381926","","r","","0"
"2010","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","259994","","","","0"
"2011","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","235535","","","","0"
"2012","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","277275","","","","0"
"2013","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","250905","","r","","0"
"2014","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","407643","","","","0"
"2015","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","300655","","","","0"
"2016","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","213534","","","","0"
"2017","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","269675","","","","0"
"2018","Canada","2016A000011124","Total heavy fuel oil","Dollars","81","thousands","3","v52310167","1.16","257275","","","","0"
"2005","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","109337","","","","0"
"2006","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","89189","","","","0"
"2007","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","114028","","","","0"
"2008","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","106452","","","","0"
"2009","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","125971","","r","","0"
"2010","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","80896","","r","","0"
"2011","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","109486","","r","","0"
"2012","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","124437","","","","0"
"2013","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","131524","","r","","0"
"2014","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","206536","","","","0"
"2015","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","184521","","","","0"
"2016","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","179122","","","","0"
"2017","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","181951","","","","0"
"2018","Canada","2016A000011124","Diesel","Dollars","81","thousands","3","v52310170","1.19","146634","","","","0"
"2006","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","0","","","","0"
"2007","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","0","","","","0"
"2008","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","","..","","","0"
"2009","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","25","","","","0"
"2010","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","36","","","","0"
"2011","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","33","","","","0"
"2012","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","17","","","","0"
"2013","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","23","","r","","0"
"2014","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","25","","","","0"
"2015","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","34","","","","0"
"2016","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","0","","","","0"
"2017","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","0","","","","0"
"2018","Canada","2016A000011124","Propane","Dollars","81","thousands","3","v53834238","1.21","0","","","","0"
"2005","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1934493","","","","0"
"2006","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1961089","","","","0"
"2007","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1918519","","","","0"
"2008","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1983683","","","","0"
"2009","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1513744","","r","","0"
"2010","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1787167","","r","","0"
"2011","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1797510","","r","","0"
"2012","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1462559","","r","","0"
"2013","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1654238","","r","","0"
"2014","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1812532","","","","0"
"2015","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1332717","","","","0"
"2016","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1113314","","","","0"
"2017","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","902809","","","","0"
"2018","Canada","2016A000011124","Natural gas","Dollars","81","thousands","3","v52310173","1.24","1106982","","","","0"
"2005","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","0","","","","0"
"2006","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","0","","","","0"
"2007","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","0","","","","0"
"2008","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","879","","","","0"
"2009","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","1614","","r","","0"
"2010","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","2099","","r","","0"
"2011","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","2009","","","","0"
"2012","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","1405","","r","","0"
"2013","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","1544","","r","","0"
"2014","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","1371","","","","0"
"2015","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","924","","","","0"
"2016","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","3144","","","","0"
"2017","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","4978","","","","0"
"2018","Canada","2016A000011124","Methane","Dollars","81","thousands","3","v52310174","1.26","4071","","","","0"
"2005","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","177584","","","","0"
"2006","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","189747","","","","0"
"2007","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","192617","","","","0"
"2008","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","167487","","","","0"
"2009","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","201931","","","","0"
"2010","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","214384","","","","0"
"2011","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","409483","","r","","0"
"2012","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","416313","","r","","0"
"2013","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","451683","","r","","0"
"2014","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","444191","","","","0"
"2015","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","429609","","","","0"
"2016","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","454750","","","","0"
"2017","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","449590","","","","0"
"2018","Canada","2016A000011124","Uranium","Dollars","81","thousands","3","v52310176","1.28","411043","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Wood","Dollars","81","thousands","3","v1014079391","2.10","0","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Wood","Dollars","81","thousands","3","v1014079391","2.10","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Wood","Dollars","81","thousands","3","v1014079391","2.10","0","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Wood","Dollars","81","thousands","3","v1014079391","2.10","0","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Wood","Dollars","81","thousands","3","v1014079391","2.10","0","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","90683","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","74835","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","118794","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","141164","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","94190","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","116088","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","152379","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","181674","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","192056","","r","","0"
"2014","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","271088","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","196249","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","167356","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","225961","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total petroleum products","Dollars","81","thousands","3","v52310218","2.14","189145","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","522","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","795","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","817","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","16702","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","13895","","r","","0"
"2010","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","13669","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","17054","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","17262","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","19318","","r","","0"
"2014","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","25989","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","32514","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","43755","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","35461","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Light fuel oil","Dollars","81","thousands","3","v52310219","2.15","39400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","80305","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","63511","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","107369","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","123734","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","79828","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","101910","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","135136","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","164001","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","171786","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","244346","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","162872","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","123601","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","190500","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total heavy fuel oil","Dollars","81","thousands","3","v52310220","2.16","149745","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","9856","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","10529","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","10608","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","728","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","467","","r","","0"
"2010","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","510","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","189","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","411","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","952","","r","","0"
"2014","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","1511","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","863","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","0","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","0","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Diesel","Dollars","81","thousands","3","v52310223","2.19","0","","","","0"
"2005","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","16","","","","0"
"2006","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","31","","","","0"
"2007","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","34","","","","0"
"2008","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","54","","","","0"
"2009","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","56","","","","0"
"2010","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","61","","","","0"
"2011","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","53","","","","0"
"2012","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","58","","r","","0"
"2013","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","59","","","","0"
"2014","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","61","","","","0"
"2015","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","62","","","","0"
"2016","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","71","","","","0"
"2017","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","0","","","","0"
"2018","Prince Edward Island","2016A000211","Wood","Dollars","81","thousands","3","v52310225","3.10","0","","","","0"
"2005","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","798","","","","0"
"2006","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","1173","","","","0"
"2007","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","733","","","","0"
"2008","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","603","","","","0"
"2009","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","915","","","","0"
"2010","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","354","","","","0"
"2011","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","272","","","","0"
"2012","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","2310","","","","0"
"2013","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","1018","","","","0"
"2014","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","1373","","","","0"
"2015","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","2239","","","","0"
"2016","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","621","","","","0"
"2017","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","1298","","","","0"
"2018","Prince Edward Island","2016A000211","Total petroleum products","Dollars","81","thousands","3","v52310228","3.14","773","","","","0"
"2005","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","123","","","","0"
"2006","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","928","","","","0"
"2007","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","226","","","","0"
"2008","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","98","","","","0"
"2009","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","101","","","","0"
"2010","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","62","","","","0"
"2011","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","102","","","","0"
"2012","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","317","","","","0"
"2013","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","376","","","","0"
"2014","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","182","","","","0"
"2015","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","1155","","","","0"
"2016","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","426","","","","0"
"2017","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","984","","","","0"
"2018","Prince Edward Island","2016A000211","Light fuel oil","Dollars","81","thousands","3","v52310229","3.15","773","","","","0"
"2005","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","659","","","","0"
"2006","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","245","","","","0"
"2007","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","507","","","","0"
"2008","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","505","","","","0"
"2009","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","814","","","","0"
"2010","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","276","","","","0"
"2011","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","170","","","","0"
"2012","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","1993","","","","0"
"2013","Prince Edward Island","2016A000211","Total heavy fuel oil","Dollars","81","thousands","3","v52310230","3.16","642","","","","0"
